38709|40105||9074|54|
38709|85130||16800|15|
38709|7830||3995|59|
38709|76051||4044|23|
38709|59866||3673|36|
38709|6712||11548|45|
38709|1531||11280|56|
38709|29459||9248|8|
38709|60251||14448|37|
38709|67939||1868|2|
38709|14591||7821|58|
38709|17651||13455|25|
38709|26879||7489|36|
38709|82036||514|17|
38709|51978||5992|0|
38709|65277||2789|9|
38709|69518||4094|31|
38709|24349||10706|15|
38709|76769||9553|37|
38709|47990||16245|46|
38709|66426||17213|21|
38709|23081||8879|41|
38709|79520||14770|43|
38709|70644||1791|13|
38709|38480||1222|11|
38709|73935||4536|16|
38709|62055||51|28|
38709|75228||989|9|
38709|31238||3174|19|27582
38709|31283||11349|50|27582
38709|8278||6757|7|27582
38709|85589||1430|50|27582
38709|8413||3890|22|27582
38709|18404||8873|35|27582
38709|31157||2646|30|27582
38709|45023||7192|31|27582
38709|83947||7133|6|27582
38709|65720||8579|50|27582
38709|82858||6746|17|27582
38709|73326||8370|58|76859
38709|19967||6766|35|76859
38709|12369||4822|6|76859
38709|63632||7913|58|76859
38709|86320||8831|23|76859
38709|60688||17530|25|76859
38709|76622||8893|50|76859
38709|66784||16281|31|76859
38709|60471||1549|57|76859
38709|27585||5210|10|76859
38709|81841||7489|44|76859
38709|6321||16842|37|76859
38709|63413||5621|11|76859
38709|1021||7411|33|76859
38709|18004||7579|50|76859
38709|66458||5626|49|76859
38709|27521||5688|46|76859
38709|83274||12326|11|76859
38709|62796||7797|21|76859
38709|55522||8723|29|22899
38709|61542||14551|14|22899
38709|7035||8516|57|22899
38709|9446||15690|22|22899
38709|35791|89700|11922|39|22899
38709|35791|89700|11246|9|22899
38709|35791|89700|13833|51|22899
38709|35791|89700|10325|53|22899
38709|75033||13157|21|
38709|1467||17488|52|
38709|21244||7900|20|
38709|48542||11549|12|
38709|21276||17344|56|
38709|58191||3664|58|
38709|13644||5238|29|
38709|29976||6881|50|
38709|44027||1006|38|
38709|58029||3529|35|
38709|58267||9482|0|
38709|19141||8899|54|
38709|85034||16231|51|95127
38709|37582||421|21|95127
38709|21271||3654|12|95127
38709|83223||11819|52|95127
38709|75297||9486|23|95127
38709|55758||3507|39|95127
38709|55362||11650|57|95127
38709|82144||13561|30|95127
38709|20661||12426|51|95127
38709|82666||4553|11|95127
38709|12931||10278|47|95127
38709|82561||8500|32|95127
38709|20213||9353|4|95127
38709|63725||16865|14|95127
38709|82983||7649|1|
38709|57428||12943|44|
38709|22064||6790|28|
38709|81002||17046|31|
38709|20278||17177|21|
38709|5172||8982|53|
38709|32359||269|4|
38709|80818||16973|49|
38709|67037||15858|22|
38709|12313||16105|34|
38709|11012||15009|22|
38709|78132||9126|54|
38709|9901||9150|14|
38709|61234||304|20|
38709|77172||11835|59|
38709|38214||14481|57|
38709|47548||10110|27|
38709|52953||15027|21|
38709|62509||3243|18|
38709|39828||9064|14|
38709|32075||3768|0|
38709|3190||3992|49|
38709|49864||6513|18|
38709|67083||10221|43|
38709|73255||2547|24|
38709|56110||6088|11|
38709|21014||11100|33|
38709|4567||6481|44|
38709|49494||2904|26|
38709|12437||9355|52|
38709|66091||1881|58|73062
38709|68134||690|58|73062
38709|6840||14726|43|73062
38709|3550||17283|44|73062
38709|73093||6102|44|73062
38709|67366||9415|22|73062
38709|52237|89701|11445|4|73062
38709|52237|89701|6444|12|73062
38709|52237|89701|9456|12|73062
38709|52237|89701|963|43|73062
38709|52237|89701|15299|13|73062
38709|52237|89701|10002|47|73062
38709|52237|89701|14452|8|73062
38709|52237|89701|7161|9|73062
38709|52237|89701|17934|41|73062
38709|63709||1482|22|
38709|43495||464|57|
38709|8019||2602|14|
38709|30708||8245|15|
38709|73697||11077|14|
