38711|31075||6331|5|
38711|13141||5293|21|
38711|5889||17265|51|
38711|53654||11951|10|
38711|53974||6141|53|
38711|31722||5423|12|
38711|70100||13011|38|
38711|33019||12823|15|
38711|57415||15411|57|
38711|13365||14069|48|
38711|76321||1746|48|
38711|24350||17723|59|
38711|77123||17556|49|
38711|6340||6724|18|
38711|84708||10757|2|
38711|65638||2893|52|35899
38711|28872||2229|55|35899
38711|409||10026|30|35899
38711|51993||6876|16|35899
38711|14566||12115|9|35899
38711|50479||12359|18|35899
38711|58707||14689|51|35899
38711|7326||7820|6|35899
38711|58073||10003|34|35899
38711|53601||11014|41|35899
38711|14088||3853|57|35899
38711|37225||8790|22|35899
38711|13243||16744|35|35899
38711|56222||15733|10|35899
38711|44896||13589|9|
38711|32996||13086|23|
38711|45416||10872|29|
38711|77087||2402|44|
38711|66181||4668|58|
38711|29591||17006|6|
38711|80522||7724|27|
38711|37363||10071|13|
38711|76800||17713|43|
38711|65490||8828|21|
38711|77618||13735|8|
38711|70227||8037|41|
38711|81923||866|8|
38711|47139||15720|19|
38711|9852||16792|22|
38711|15913||4634|16|
38711|29848||10555|47|52103
38711|7744||14962|35|52103
38711|50636||17058|2|52103
38711|7566||9100|37|52103
38711|5328||7748|11|52103
38711|63678||13042|39|52103
38711|24767||17000|33|52103
38711|56756||437|8|52103
38711|26289||12138|43|52103
38711|58165||17100|38|52103
38711|65381||3850|14|52103
38711|972||4878|16|52103
38711|13891||9697|8|52103
38711|75473||9360|12|52103
38711|4548||16032|2|52103
38711|22870||16437|20|52103
38711|45351||8931|7|12770
38711|82644||617|10|12770
38711|13402||11236|9|12770
38711|59460||8408|27|12770
38711|83220||11844|40|12770
38711|53211|89775|14521|37|12770
38711|53211|89775|11620|39|12770
38711|53211|89775|11845|13|12770
38711|53211|89775|955|2|12770
38711|64579||10739|27|1199
38711|31185||6731|57|1199
38711|17512||10211|27|1199
38711|60818||13626|54|1199
38711|57922||6365|59|1199
38711|19677||10543|20|1199
38711|18847||8460|5|1199
38711|66952||8330|33|1199
38711|18033||10638|59|1199
38711|8525||6405|4|1199
38711|45106||4748|4|1199
38711|76492||14283|18|1199
38711|39560||6897|40|1199
38711|40959||8231|52|1199
38711|64758||6116|10|1199
38711|27237||7202|12|1199
38711|62640||7788|48|1199
38711|54019||14086|9|78658
38711|29487||15857|48|78658
38711|8900||370|44|78658
38711|1668||11843|7|78658
38711|69373||15398|41|78658
38711|5997||10761|35|78658
38711|8613||4498|19|78658
38711|21028||7854|39|78658
38711|25643||15699|6|78658
38711|64924||1244|59|78658
38711|46656||16480|14|78658
38711|46825||11895|58|78658
38711|66632||6098|43|78658
38711|52488||6978|41|78658
38711|50975||9881|7|78658
38711|22896||15248|37|78658
38711|35687||6503|31|78658
38711|53931||16443|30|78658
38711|20792||6737|40|
38711|60314||5418|40|
38711|44053||721|2|
38711|3357||5098|48|
38711|16807||9237|38|
38711|64994||9656|20|
38711|58615||9873|46|
38711|86043||7081|49|
38711|63618||6303|13|
38711|19420||14834|38|
38711|18441||3057|13|
38711|62310||6010|10|
38711|20385||11446|43|
38711|70044||6004|45|
38711|26565||6080|43|
38711|55867||14497|48|65902
38711|38550||6569|26|65902
38711|52324||1194|40|65902
38711|83820||9734|21|65902
38711|29539||15929|58|65902
38711|31911||17704|59|65902
38711|3344||2217|17|65902
38711|22781||5672|48|65902
38711|22835||10262|49|65902
38711|35905||1914|49|65902
38711|14510||16165|7|65902
38711|31437||4772|0|65902
38711|5617||254|24|65902
38711|67075||13511|19|65902
38711|18469||17543|18|65902
38711|83772||5624|28|65902
38711|60038||15702|10|65902
38711|66842||12998|17|65902
38711|43682||17655|40|65902
38711|39754||737|42|65902
38711|70061||10642|47|81990
38711|48640||15400|23|81990
38711|4989||15041|31|81990
38711|69612|89776|2741|15|81990
38711|69612|89776|2434|25|81990
38711|69612|89776|3263|5|81990
38711|69612|89776|3447|56|81990
38711|69612|89776|12889|13|81990
38711|49758||9595|35|97817
38711|76708||1469|52|97817
38711|28100||16723|7|97817
38711|23459||9322|1|97817
38711|78825||4634|28|97817
38711|47641||15037|42|97817
38711|37360||13253|46|97817
38711|80378||14866|36|97817
38711|52686||9434|9|97817
38711|34700||6479|52|97817
38711|79091||1786|0|97817
38711|67841||2282|34|97817
38711|18417||15072|17|97817
38711|61514||360|49|97817
38711|17919||1922|7|97817
38711|43918||6277|38|
38711|45422||2230|8|
38711|27829||1465|6|
38711|76775||17837|2|
38711|21211||10164|40|
38711|85891||9739|48|
38711|85867||5701|19|
38711|52263||528|6|
38711|52889||12696|36|
38711|85386||8453|17|
38711|75878||5549|18|
38711|21515||15755|9|
38711|43359||690|49|
38711|86317||11207|45|
38711|61448||5973|25|
38711|56599||16141|23|
38711|41718||11787|13|
