38699|78124||8204|56|35336
38699|29794||6058|34|35336
38699|20590||17213|6|35336
38699|1270||6695|29|35336
38699|69614||7050|11|35336
38699|44630||2072|10|35336
38699|59714||15506|44|35336
38699|11857||1421|46|35336
38699|32021||16188|31|35336
38699|27105||15416|31|35336
38699|178||181|22|35336
38699|41716||4776|59|35336
38699|21474||16412|0|35336
38699|24322||6496|33|35336
38699|47731||7454|29|71668
38699|77844||1671|35|71668
38699|61095||2428|7|71668
38699|35652||15774|11|71668
38699|17751||9094|29|71668
38699|83184||10575|32|71668
38699|12299||13905|13|71668
38699|26839||7277|21|71668
38699|45393||987|30|71668
38699|71532||6294|13|71668
38699|22461||10795|5|71668
38699|45012||17738|43|71668
38699|69028||6920|52|71668
38699|64265||2521|7|71668
38699|3913||11657|43|71668
38699|14207||7211|9|71668
38699|79186||6190|36|
38699|52820||8272|14|
38699|66069||10452|19|
38699|76513||6570|38|
38699|53250||5465|45|
38699|745||9887|29|
38699|30929||16477|55|
38699|30288||8776|32|
38699|10130||17102|59|
38699|85274||14493|14|
38699|37944||10838|41|
38699|30522||11408|24|
38699|74021||17081|51|
38699|40580||3577|18|
38699|84406||181|49|
38699|29601||10067|26|
38699|4516||8195|3|68490
38699|45361||6735|44|68490
38699|39371||15685|3|68490
38699|19138||6501|33|68490
38699|25118||12081|43|68490
38699|34169||10337|16|68490
38699|14466||12934|0|68490
38699|55828||10906|41|68490
38699|36893||17987|0|68490
38699|68023||6617|43|68490
38699|68187||17355|10|68490
38699|46321||17512|28|68490
38699|55102||2506|42|68490
38699|21769||12408|58|68490
38699|23582||3802|1|68490
38699|21766||11330|50|68490
38699|45987||16392|17|38611
38699|36119||6970|17|38611
38699|6813||11833|42|38611
38699|25572||10041|30|38611
38699|31022|89175|7043|59|38611
38699|31022|89175|12259|36|38611
38699|31022|89175|4696|24|38611
38699|31022|89175|3004|46|38611
38699|31815||12432|39|90771
38699|74330||15827|48|90771
38699|56982||1550|17|90771
38699|77764||3556|4|90771
38699|24552||5243|10|90771
38699|69776||8700|45|90771
38699|33764||6776|3|90771
38699|80483||5616|24|90771
38699|49683||14181|55|90771
38699|12473||17561|42|90771
38699|83687||88|45|90771
38699|12237||9086|43|90771
38699|5715||15816|35|90771
38699|86266||17352|17|90771
38699|33849||16069|24|90771
38699|81691||4044|30|90771
38699|69967||9464|30|90771
38699|47599||3695|55|90771
38699|19677||1174|27|90771
38699|60987||2392|3|90771
38699|40666||3481|27|90771
38699|58108||10079|39|
38699|31974||359|57|
38699|82279||6120|52|
38699|21049||14888|58|
38699|78741||2204|24|
38699|29909||13295|27|
38699|66403||7884|24|
38699|17299||1202|10|
38699|76453||7062|34|
38699|74442||8111|48|
38699|49268||6368|9|
38699|34901||3842|26|
38699|39704||11798|34|
38699|35962||12065|24|
38699|60154||7473|19|
38699|54530||363|4|
38699|66918||14657|56|4731
38699|57030||5997|45|4731
38699|57491||15960|29|4731
38699|63693||16165|51|4731
38699|6343||16405|18|4731
38699|26991||4887|26|4731
38699|19558||7177|54|4731
38699|4663||1641|52|4731
38699|42135||16036|20|4731
38699|49326||3221|35|4731
38699|224||10251|9|4731
38699|60183||2119|59|4731
38699|34843||14703|20|4731
38699|83132||11651|14|4731
38699|45562||1700|52|4731
38699|84843||11244|6|4731
38699|29662||15502|48|4731
