38705|17850||5700|24|93781
38705|46770||16777|54|93781
38705|84902||106|41|93781
38705|51436||2875|18|93781
38705|11808||14963|18|93781
38705|65708||11509|52|93781
38705|23908||4838|9|93781
38705|42742||3167|11|93781
38705|83780||13394|1|93781
38705|42394||17991|39|93781
38705|59076||9212|35|93781
38705|4831||15486|59|93781
38705|38059||8728|3|93781
38705|20233||8342|37|93781
38705|59322||12940|55|93781
38705|15030||14862|58|93781
38705|27241||2533|22|93781
38705|22971||17509|47|93781
38705|67007||2387|39|96800
38705|77733||7598|3|96800
38705|4003||10042|7|96800
38705|84022||7831|47|96800
38705|80143||16550|46|96800
38705|80661||7107|22|96800
38705|61557||16976|33|96800
38705|34481||5185|6|96800
38705|37508||15891|48|96800
38705|43692||2531|54|96800
38705|37670||12921|34|96800
38705|40866||11735|26|96800
38705|36219||1964|18|96800
38705|38756||12655|40|96800
38705|81369||11526|9|96800
38705|23787||200|12|96800
38705|77342||5267|40|96800
38705|3082||11317|28|96800
38705|25170||1149|42|
38705|80327||13765|47|
38705|86325||5149|3|
38705|53494||17037|41|
38705|6577||16590|10|
38705|49312||2579|4|
38705|36124||16294|27|
38705|81575||6180|31|
38705|40077||4526|9|
38705|38085||6495|46|
38705|65673||12026|50|
38705|27506||342|57|
38705|79566||17000|55|
38705|30386||15764|12|
38705|38228||15702|39|
38705|82829||7634|11|
38705|37497||13288|8|
38705|46130||283|51|21672
38705|5493||8448|25|21672
38705|66836||7317|4|21672
38705|9112||17614|38|21672
38705|59895||594|51|21672
38705|73409||15686|23|21672
38705|4749||915|22|21672
38705|7891||11228|24|21672
38705|72802||3969|46|21672
38705|24418||12929|17|21672
38705|7075||1750|55|21672
38705|29774||13333|12|21672
38705|44731||9841|42|21672
38705|49302||3138|34|21672
38705|76659||10156|57|21672
38705|44849||6586|44|98437
38705|62353||9858|3|98437
38705|84986||1885|1|98437
38705|11720||2512|29|98437
38705|3583||6627|29|98437
38705|58681||10508|20|98437
38705|4586|89475|11086|36|98437
38705|4586|89475|15316|8|98437
38705|4586|89475|13715|47|98437
38705|4586|89475|10607|7|98437
38705|4586|89475|4663|33|98437
38705|4586|89475|3176|33|98437
38705|4586|89475|13012|41|98437
38705|4586|89475|841|56|98437
38705|4586|89475|8964|17|98437
38705|4586|89475|6250|57|98437
38705|48548||8775|45|43787
38705|36511||11351|49|43787
38705|58686||975|19|43787
38705|80152||9636|56|43787
38705|37861||2176|40|43787
38705|65474||11250|49|43787
38705|31020||6562|3|43787
38705|68534||2654|50|43787
38705|8004||14737|25|43787
38705|84009||9345|29|43787
38705|30176||2401|32|43787
38705|75995||4459|13|43787
38705|55256||11107|47|43787
38705|16333||15141|55|43787
38705|10808||15272|31|43787
38705|21195||3204|31|43787
38705|29106||5727|22|43787
38705|34383||10123|24|43787
38705|55790||16041|34|43787
38705|52507||12346|44|43787
38705|1093||1436|59|
38705|73309||15531|21|
38705|56617||15708|36|
38705|50657||11525|17|
38705|47013||13194|23|
38705|34635||2620|22|
38705|42428||2473|32|
38705|34670||2715|8|
38705|5352||15083|55|
38705|69339||17289|50|
38705|19520||14263|30|
38705|7393||13946|7|
38705|74529||12914|57|
38705|72704||9681|0|
38705|64385||14612|42|
38705|37630||12437|41|
38705|85459||10849|23|
