38760|28114|12259|13346|828820|5953|26157|13346|828820|5953|26157|48|15|69476|22|1061.72|53.09|1114.81|18.52|329.49|552.09|81.54|428.09|435.67
38505|54013|6806|13346|828820|5953|26157|13346|828820|5953|26157|45|6|69476|33|1510.41|75.52|1585.93|24.16|1773.18|785.41|116.00|609.00|1924.22
38827|39278|14023|13346|828820|5953|26157|13346|828820|5953|26157|44|19|69476|43|572.76|28.64|601.40|8.46|2209.62|297.84|43.99|230.93|2266.90
38533|38985|15376|13346|828820|5953|26157|13346|828820|5953|26157|58|34|69476|59|3820.84|191.04|4011.88|98.72|1495.19|1986.84|293.44|1540.56|1877.27
38505|69943|12967|13346|828820|5953|26157|13346|828820|5953|26157|1|2|69476|33|108.90|5.44|114.34|58.77|588.15|56.63|8.36|43.91|599.03
37777|78899|15431|39256|1643874|2623|44326|39256|1643874|2623|44326|55|25|26247|65|977.60|68.43|1046.03|31.84|124.84|215.07|259.26|503.27|261.70
38618|5824|16852|84014|1309856|4065|21195|84014|1309856|4065|21195|4|13|73016|2|138.00|2.76|140.76|43.78|104.97|133.86|2.73|1.41|110.49
38431|16449|7902|84014|1309856|4065|21195|84014|1309856|4065|21195|30|26|73016|26|106.08|2.12|108.20|67.07|953.74|102.90|2.10|1.08|957.98
38494|6446|11285|84014|1309856|4065|21195|84014|1309856|4065|21195|27|34|73016|25|308.00|6.16|314.16|54.13|415.94|298.76|6.10|3.14|428.26
38917|49588|11594|84014|1309856|4065|21195|84014|1309856|4065|21195|19|30|73016|5|46.60|0.93|47.53|52.91|359.48|45.20|0.92|0.48|361.34
38560|65364|19|84014|1309856|4065|21195|84014|1309856|4065|21195|0|10|73016|33|4028.31|80.57|4108.88|20.96|2652.69|3907.46|79.76|41.09|2813.83
38719|80980|12508|84014|1309856|4065|21195|84014|1309856|4065|21195|17|10|73016|38|4751.52|95.03|4846.55|84.91|3718.63|4608.97|94.08|48.47|3908.69
38968|56646|13744|84014|1309856|4065|21195|84014|1309856|4065|21195|23|34|73016|2|35.56|0.71|36.27|17.02|101.09|34.49|0.71|0.36|102.51
39092|17257|15298|84014|1309856|4065|21195|84014|1309856|4065|21195|28|15|73016|71|5039.58|100.79|5140.37|27.01|3534.18|4888.39|99.79|51.40|3735.76
38931|68653|8207|84014|1309856|4065|21195|84014|1309856|4065|21195|37|5|73016|5|90.70|1.81|92.51|89.13|195.91|87.98|1.80|0.92|199.53
38119|41968|1495|58133|1913824|3016|26287|58133|1913824|3016|26287|51|4|29787|24|1623.12|16.23|1639.35|85.06|2763.78|1055.03|556.73|11.36|2796.24
37801|38127|2198|58133|1913824|3016|26287|58133|1913824|3016|26287|6|7|29787|20|574.80|5.75|580.55|94.30|1574.24|373.62|197.16|4.02|1585.74
38711|76455|8276|85981|420845|1482|16248|85981|420845|1482|16248|53|28|76556|8|185.60|0.00|185.60|38.97|428.58|12.99|12.08|160.53|428.58
39032|78507|13080|85981|420845|1482|16248|85981|420845|1482|16248|42|1|76556|38|736.82|0.00|736.82|89.25|7148.63|51.58|47.97|637.27|7148.63
38882|45109|4391|85981|420845|1482|16248|85981|420845|1482|16248|53|20|76556|5|510.35|0.00|510.35|5.95|634.67|35.72|33.22|441.41|634.67
38781|68379|12092|85981|420845|1482|16248|85981|420845|1482|16248|11|23|76556|4|255.24|0.00|255.24|3.34|309.47|17.87|16.62|220.75|309.47
38790|59217|5709|85981|420845|1482|16248|85981|420845|1482|16248|44|26|76556|30|445.20|0.00|445.20|41.73|436.21|31.16|28.98|385.06|436.21
38848|16376|10003|85981|420845|1482|16248|85981|420845|1482|16248|47|32|76556|20|1134.60|0.00|1134.60|41.26|1429.20|79.42|73.86|981.32|1429.20
39110|44803|2467|85981|420845|1482|16248|85981|420845|1482|16248|23|32|76556|13|1122.55|0.00|1122.55|32.05|1183.57|78.58|73.08|970.89|1183.57
39070|53294|8282|85981|420845|1482|16248|85981|420845|1482|16248|42|31|76556|5|15.35|0.00|15.35|64.33|92.97|1.07|1.00|13.28|92.97
38608|3624|103|85981|420845|1482|16248|85981|420845|1482|16248|2|20|76556|19|744.80|0.00|744.80|16.19|2408.06|52.14|48.49|644.17|2408.06
38733|80551|4199|85981|420845|1482|16248|85981|420845|1482|16248|1|32|76556|23|412.39|0.00|412.39|48.55|3077.44|28.87|26.85|356.67|3077.44
38755|8122|1893|85981|420845|1482|16248|85981|420845|1482|16248|52|19|76556|10|176.70|0.00|176.70|61.76|463.27|12.37|11.50|152.83|463.27
38025|83332|8983|26997|1301166|4|5981|26997|1301166|4|5981|29|19|33327|43|904.29|9.04|913.33|50.07|656.35|397.89|141.79|364.61|674.43
38247|71633|3211|26997|1301166|4|5981|26997|1301166|4|5981|53|0|33327|35|556.85|5.57|562.42|89.31|2088.61|245.01|87.32|224.52|2099.75
37975|44143|13439|26997|1301166|4|5981|26997|1301166|4|5981|59|30|33327|9|166.50|1.66|168.16|12.57|227.08|73.26|26.11|67.13|230.40
37777|74631|11547|26997|1301166|4|5981|26997|1301166|4|5981|14|11|33327|65|1207.05|12.07|1219.12|19.46|2469.58|531.10|189.27|486.68|2493.72
38859|12684|11985|43552|481357|7146|39470|43552|481357|7146|39470|23|14|80096|20|1277.40|89.42|1366.82|36.35|2273.77|740.89|327.27|209.24|2452.61
39037|60824|10000|43552|481357|7146|39470|43552|481357|7146|39470|10|0|80096|75|2199.00|153.93|2352.93|17.22|13978.78|1275.42|563.38|360.20|14286.64
39027|48503|7971|43552|481357|7146|39470|43552|481357|7146|39470|45|23|80096|37|1614.68|113.03|1727.71|56.17|2763.81|936.51|413.68|264.49|2989.87
38975|70073|16776|43552|481357|7146|39470|43552|481357|7146|39470|28|27|80096|8|1557.76|109.04|1666.80|34.73|1490.79|903.50|399.10|255.16|1708.87
