37906|53346|14465|28423|813703|6166|44539|28423|813703|6166|44539|54|18|19916|81|1008.45|70.59|1079.04|50.45|730.41|363.04|174.26|471.15|871.59
37957|85931|5714|28423|813703|6166|44539|28423|813703|6166|44539|51|24|19916|57|4952.16|346.65|5298.81|2.64|1733.26|1782.78|855.73|2313.65|2426.56
37742|1831|14629|28423|813703|6166|44539|28423|813703|6166|44539|54|25|19916|74|6648.16|465.37|7113.53|92.22|1789.90|2393.34|1148.80|3106.02|2720.64
38093|65756|17292|28423|813703|6166|44539|28423|813703|6166|44539|53|29|19916|38|1910.64|133.74|2044.38|22.62|647.18|687.83|330.16|892.65|914.66
37429|45459|5709|28423|813703|6166|44539|28423|813703|6166|44539|42|20|19916|2|290.60|20.34|310.94|32.45|63.57|104.62|50.21|135.77|104.25
38026|23595|5099|28423|813703|6166|44539|28423|813703|6166|44539|4|27|19916|1|0.78|0.05|0.83|20.95|16.45|0.28|0.14|0.36|16.55
37672|55744|15268|28423|813703|6166|44539|28423|813703|6166|44539|50|24|19916|20|601.40|42.10|643.50|33.58|323.82|216.50|103.92|280.98|408.02
37600|61206|17139|28423|813703|6166|44539|28423|813703|6166|44539|37|5|19916|35|6552.35|458.66|7011.01|90.57|1741.80|2358.85|1132.25|3061.25|2659.12
38012|22268|10002|28423|813703|6166|44539|28423|813703|6166|44539|35|20|19916|1|51.10|3.58|54.68|55.37|13.09|18.40|8.83|23.87|20.25
38659|41422|8374|32903|1092579|3452|21075|32903|1092579|3452|21075|46|30|66685|35|1774.50|106.47|1880.97|17.20|1949.49|88.72|421.44|1264.34|2162.43
38265|12770|7971|32903|1092579|3452|21075|32903|1092579|3452|21075|28|34|66685|21|91.98|5.52|97.50|56.80|188.70|4.60|21.85|65.53|199.74
38135|4787|6509|64415|1092569|1969|12284|64415|1092569|1969|12284|54|0|23456|2|5.64|0.00|5.64|53.12|1.80|0.68|1.98|2.98|1.80
38122|56608|3614|64415|1092569|1969|12284|64415|1092569|1969|12284|35|31|23456|13|171.99|0.00|171.99|49.15|108.46|20.64|60.54|90.81|108.46
37430|8034|16560|64415|1092569|1969|12284|64415|1092569|1969|12284|19|31|23456|16|179.68|0.00|179.68|71.82|347.30|21.56|63.25|94.87|347.30
37955|72565|9144|64415|1092569|1969|12284|64415|1092569|1969|12284|2|17|23456|22|613.14|0.00|613.14|5.37|773.13|73.58|215.82|323.74|773.13
37883|73308|13105|64415|1092569|1969|12284|64415|1092569|1969|12284|15|6|23456|47|1366.76|0.00|1366.76|45.98|455.65|164.01|481.10|721.65|455.65
37899|44552|1529|64415|1092569|1969|12284|64415|1092569|1969|12284|39|5|23456|4|913.68|0.00|913.68|99.09|308.11|109.64|321.62|482.42|308.11
39058|20349|12328|92199|628187|6241|40797|92199|628187|6241|40797|42|16|70225|10|0.00|0.00|0.00|70.93|963.17|0.00|0.00|0.00|963.17
38557|4533|10000|92199|628187|6241|40797|92199|628187|6241|40797|39|31|70225|8|76.88|0.77|77.65|56.35|100.13|65.35|1.50|10.03|101.67
38923|17188|17847|92199|628187|6241|40797|92199|628187|6241|40797|12|19|70225|27|1462.59|14.63|1477.22|88.58|1160.09|1243.20|28.52|190.87|1189.35
38883|9375|17646|92199|628187|6241|40797|92199|628187|6241|40797|30|23|70225|71|475.70|4.76|480.46|88.33|6560.74|404.34|9.28|62.08|6570.26
38980|56470|13784|92199|628187|6241|40797|92199|628187|6241|40797|35|30|70225|32|196.80|1.97|198.77|1.12|246.85|167.28|3.84|25.68|250.79
38667|24572|4771|92199|628187|6241|40797|92199|628187|6241|40797|41|26|70225|38|692.74|6.93|699.67|79.26|955.98|588.83|13.51|90.40|969.84
37492|77417|7430|44058|1799544|2228|15320|44058|1799544|2228|15320|26|15|26996|1|4.85|0.10|4.95|99.31|66.86|2.28|0.33|2.24|67.06
37933|12456|10002|44058|1799544|2228|15320|44058|1799544|2228|15320|17|0|26996|5|250.05|5.00|255.05|14.98|401.27|117.52|17.23|115.30|411.27
37503|84387|8078|44058|1799544|2228|15320|44058|1799544|2228|15320|54|13|26996|57|4047.00|80.94|4127.94|25.08|3364.29|1902.09|278.84|1866.07|3526.17
38786|51839|7027|17811|1527313|1456|39754|17811|1527313|1456|39754|48|15|73765|26|147.16|5.89|153.05|12.11|202.80|136.86|3.91|6.39|214.58
38716|71449|16257|17811|1527313|1456|39754|17811|1527313|1456|39754|16|24|73765|12|653.88|26.16|680.04|97.66|281.23|608.11|17.39|28.38|333.55
39146|9254|2172|17811|1527313|1456|39754|17811|1527313|1456|39754|40|6|73765|62|2982.82|119.31|3102.13|42.25|2840.59|2774.02|79.34|129.46|3079.21
38464|56085|13671|17811|1527313|1456|39754|17811|1527313|1456|39754|7|20|73765|9|668.43|26.74|695.17|15.17|545.65|621.64|17.78|29.01|599.13
38108|62469|6889|59998|1187428|6998|35769|59998|1187428|6998|35769|4|6|30536|40|1187.20|59.36|1246.56|43.10|3199.06|1032.86|115.76|38.58|3317.78
37652|71722|103|59998|1187428|6998|35769|59998|1187428|6998|35769|49|4|30536|10|235.00|11.75|246.75|53.84|584.42|204.45|22.91|7.64|607.92
37706|28934|13272|59998|1187428|6998|35769|59998|1187428|6998|35769|58|22|30536|20|678.00|33.90|711.90|73.76|1315.51|589.86|66.10|22.04|1383.31
37750|7089|14105|59998|1187428|6998|35769|59998|1187428|6998|35769|39|20|30536|16|790.40|39.52|829.92|86.31|1277.76|687.65|77.06|25.69|1356.80
38144|41085|11031|59998|1187428|6998|35769|59998|1187428|6998|35769|51|27|30536|5|337.90|16.90|354.80|45.45|697.33|293.97|32.95|10.98|731.13
37768|50195|11390|59998|1187428|6998|35769|59998|1187428|6998|35769|10|26|30536|12|587.16|29.36|616.52|98.13|965.31|510.83|57.25|19.08|1024.03
37694|32198|10003|59998|1187428|6998|35769|59998|1187428|6998|35769|59|31|30536|89|3449.64|172.48|3622.12|43.69|5870.44|3001.19|336.34|112.11|6215.40
37750|79014|7194|59998|1187428|6998|35769|59998|1187428|6998|35769|1|33|30536|71|342.22|17.11|359.33|69.17|480.71|297.73|33.37|11.12|514.93
37932|927|7263|59998|1187428|6998|35769|59998|1187428|6998|35769|57|9|30536|14|26.04|1.30|27.34|30.60|840.33|22.65|2.54|0.85|842.93
38244|4093|6014|59998|1187428|6998|35769|59998|1187428|6998|35769|7|6|30536|12|642.12|32.11|674.23|52.27|1092.65|558.64|62.61|20.87|1156.87
