38703|8550|3|540
38703|8551|3|601
38703|8552|3|752
38703|8553|3|158
38703|8554|3|310
38703|8555|3|257
38703|8556|3|457
38703|8557|3|929
38703|8558|3|635
38703|8559|3|508
38703|8560|3|580
38703|8561|3|895
38703|8562|3|351
38703|8563|3|688
38703|8564|3|776
38703|8565|3|903
38703|8566|3|521
38703|8567|3|750
38703|8568|3|824
38703|8569|3|901
38703|8570|3|127
38703|8571|3|861
38703|8572|3|543
38703|8573|3|135
38703|8574|3|231
38703|8575|3|640
38703|8576|3|546
38703|8577|3|923
38703|8578|3|40
38703|8579|3|388
38703|8580|3|810
38703|8581|3|264
38703|8582|3|516
38703|8583|3|573
38703|8584|3|530
38703|8585|3|567
38703|8586|3|926
38703|8587|3|792
38703|8588|3|754
38703|8589|3|996
38703|8590|3|446
38703|8591|3|751
38703|8592|3|912
38703|8593|3|132
38703|8594|3|166
38703|8595|3|731
38703|8596|3|620
38703|8597|3|375
38703|8598|3|712
38703|8599|3|697
38703|8600|3|335
38703|8601|3|81
38703|8602|3|372
38703|8603|3|683
38703|8604|3|550
38703|8605|3|438
38703|8606|3|713
38703|8607|3|576
38703|8608|3|206
38703|8609|3|284
38703|8610|3|797
38703|8611|3|950
38703|8612|3|729
38703|8613|3|621
38703|8614|3|614
38703|8615|3|608
38703|8616|3|238
38703|8617|3|422
38703|8618|3|465
38703|8619|3|859
38703|8620|3|566
38703|8621|3|288
38703|8622|3|657
38703|8623|3|171
38703|8624|3|901
38703|8625|3|800
38703|8626|3|887
38703|8627|3|680
38703|8628|3|290
38703|8629|3|300
38703|8630|3|462
38703|8631|3|740
38703|8632|3|472
38703|8633|3|310
38703|8634|3|147
38703|8635|3|485
38703|8636|3|488
38703|8637|3|227
38703|8638|3|666
38703|8639|3|303
38703|8640|3|515
38703|8641|3|38
38703|8642|3|909
38703|8643|3|560
38703|8644|3|557
38703|8645|3|586
38703|8646|3|16
38703|8647|3|185
38703|8648|3|362
38703|8649|3|178
38703|8650|3|714
38703|8651|3|489
38703|8652|3|727
38703|8653|3|11
38703|8654|3|862
38703|8655|3|580
38703|8656|3|829
38703|8657|3|569
38703|8658|3|643
38703|8659|3|274
38703|8660|3|541
38703|8661|3|517
38703|8662|3|679
38703|8663|3|357
38703|8664|3|578
38703|8665|3|347
38703|8666|3|893
38703|8667|3|526
38703|8668|3|426
38703|8669|3|539
38703|8670|3|46
38703|8671|3|523
38703|8672|3|566
38703|8673|3|767
38703|8674|3|88
38703|8675|3|115
38703|8676|3|351
38703|8677|3|455
38703|8678|3|546
38703|8679|3|14
38703|8680|3|521
38703|8681|3|102
38703|8682|3|858
38703|8683|3|158
38703|8684|3|405
38703|8685|3|973
38703|8686|3|344
38703|8687|3|133
38703|8688|3|998
38703|8689|3|370
38703|8690|3|41
38703|8691|3|232
38703|8692|3|835
38703|8693|3|775
38703|8694|3|782
38703|8695|3|268
38703|8696|3|980
38703|8697|3|928
38703|8698|3|574
38703|8699|3|839
38703|8700|3|879
38703|8701|3|874
38703|8702|3|297
38703|8703|3|162
38703|8704|3|375
38703|8705|3|332
38703|8706|3|361
38703|8707|3|385
38703|8708|3|49
38703|8709|3|866
38703|8710|3|357
38703|8711|3|708
38703|8712|3|211
38703|8713|3|665
38703|8714|3|514
38703|8715|3|942
38703|8716|3|507
38703|8717|3|565
38703|8718|3|605
38703|8719|3|637
38703|8720|3|381
38703|8721|3|412
38703|8722|3|477
38703|8723|3|720
38703|8724|3|93
38703|8725|3|416
38703|8726|3|430
38703|8727|3|504
38703|8728|3|741
38703|8729|3|808
38703|8730|3|254
38703|8731|3|137
38703|8732|3|423
38703|8733|3|808
38703|8734|3|687
38703|8735|3|845
38703|8736|3|670
38703|8737|3|171
38703|8738|3|548
38703|8739|3|947
38703|8740|3|617
38703|8741|3|434
38703|8742|3|796
38703|8743|3|952
38703|8744|3|807
38703|8745|3|87
38703|8746|3|58
38703|8747|3|105
38703|8748|3|944
38703|8749|3|44
38703|8750|3|281
38703|8751|3|877
38703|8752|3|728
38703|8753|3|465
38703|8754|3|521
38703|8755|3|191
38703|8756|3|171
38703|8757|3|779
38703|8758|3|811
38703|8759|3|637
38703|8760|3|307
38703|8761|3|887
38703|8762|3|235
38703|8763|3|989
38703|8764|3|673
38703|8765|3|37
38703|8766|3|505
38703|8767|3|988
38703|8768|3|213
38703|8769|3|428
38703|8770|3|660
38703|8771|3|856
38703|8772|3|596
38703|8773|3|372
38703|8774|3|247
38703|8775|3|813
38703|8776|3|299
38703|8777|3|251
38703|8778|3|617
38703|8779|3|374
38703|8780|3|829
38703|8781|3|447
38703|8782|3|512
38703|8783|3|212
38703|8784|3|97
38703|8785|3|863
38703|8786|3|953
38703|8787|3|604
38703|8788|3|574
38703|8789|3|418
38703|8790|3|909
38703|8791|3|488
38703|8792|3|911
38703|8793|3|493
38703|8794|3|695
38703|8795|3|167
38703|8796|3|927
38703|8797|3|671
38703|8798|3|217
38703|8799|3|350
38703|8800|3|846
38703|8801|3|132
38703|8802|3|618
38703|8803|3|277
38703|8804|3|926
38703|8805|3|470
38703|8806|3|308
38703|8807|3|42
