38703|3825|0|771
38703|3826|0|454
38703|3827|0|22
38703|3828|0|391
38703|3829|0|245
38703|3830|0|659
38703|3831|0|934
38703|3832|0|578
38703|3833|0|682
38703|3834|0|230
38703|3835|0|312
38703|3836|0|821
38703|3837|0|16
38703|3838|0|378
38703|3839|0|253
38703|3840|0|121
38703|3841|0|396
38703|3842|0|206
38703|3843|0|517
38703|3844|0|361
38703|3845|0|213
38703|3846|0|479
38703|3847|0|289
38703|3848|0|552
38703|3849|0|231
38703|3850|0|756
38703|3851|0|583
38703|3852|0|889
38703|3853|0|92
38703|3854|0|132
38703|3855|0|818
38703|3856|0|344
38703|3857|0|657
38703|3858|0|327
38703|3859|0|743
38703|3860|0|108
38703|3861|0|397
38703|3862|0|340
38703|3863|0|606
38703|3864|0|371
38703|3865|0|957
38703|3866|0|111
38703|3867|0|779
38703|3868|0|956
38703|3869|0|454
38703|3870|0|702
38703|3871|0|974
38703|3872|0|561
38703|3873|0|275
38703|3874|0|759
38703|3875|0|807
38703|3876|0|105
38703|3877|0|70
38703|3878|0|983
38703|3879|0|878
38703|3880|0|919
38703|3881|0|188
38703|3882|0|683
38703|3883|0|33
38703|3884|0|367
38703|3885|0|888
38703|3886|0|792
38703|3887|0|155
38703|3888|0|287
38703|3889|0|801
38703|3890|0|861
38703|3891|0|286
38703|3892|0|397
38703|3893|0|118
38703|3894|0|873
38703|3895|0|807
38703|3896|0|792
38703|3897|0|0
38703|3898|0|525
38703|3899|0|627
38703|3900|0|719
38703|3901|0|355
38703|3902|0|107
38703|3903|0|787
38703|3904|0|371
38703|3905|0|859
38703|3906|0|773
38703|3907|0|379
38703|3908|0|818
38703|3909|0|777
38703|3910|0|547
38703|3911|0|372
38703|3912|0|170
38703|3913|0|586
38703|3914|0|769
38703|3915|0|59
38703|3916|0|59
38703|3917|0|217
38703|3918|0|529
38703|3919|0|867
38703|3920|0|968
38703|3921|0|860
38703|3922|0|342
38703|3923|0|806
38703|3924|0|727
38703|3925|0|670
38703|3926|0|896
38703|3927|0|331
38703|3928|0|211
38703|3929|0|483
38703|3930|0|819
38703|3931|0|436
38703|3932|0|866
38703|3933|0|193
38703|3934|0|341
38703|3935|0|132
38703|3936|0|838
38703|3937|0|115
38703|3938|0|79
38703|3939|0|212
38703|3940|0|292
38703|3941|0|662
38703|3942|0|730
38703|3943|0|771
38703|3944|0|194
38703|3945|0|856
38703|3946|0|872
38703|3947|0|719
38703|3948|0|317
38703|3949|0|404
38703|3950|0|765
38703|3951|0|61
38703|3952|0|329
38703|3953|0|283
38703|3954|0|521
38703|3955|0|448
38703|3956|0|457
38703|3957|0|222
38703|3958|0|650
38703|3959|0|918
38703|3960|0|7
38703|3961|0|952
38703|3962|0|697
38703|3963|0|968
38703|3964|0|840
38703|3965|0|33
38703|3966|0|724
38703|3967|0|21
38703|3968|0|937
38703|3969|0|804
38703|3970|0|904
38703|3971|0|226
38703|3972|0|380
38703|3973|0|931
38703|3974|0|801
38703|3975|0|566
38703|3976|0|330
38703|3977|0|99
38703|3978|0|928
38703|3979|0|139
38703|3980|0|963
38703|3981|0|989
38703|3982|0|579
38703|3983|0|703
38703|3984|0|402
38703|3985|0|122
38703|3986|0|208
38703|3987|0|342
38703|3988|0|603
38703|3989|0|596
38703|3990|0|522
38703|3991|0|10
38703|3992|0|501
38703|3993|0|509
38703|3994|0|306
38703|3995|0|99
38703|3996|0|372
38703|3997|0|394
38703|3998|0|502
38703|3999|0|697
38703|4000|0|695
38703|4001|0|22
38703|4002|0|9
38703|4003|0|139
