38806|37121|15784|5206|647228|4483|7207|5|17|64537|9|142.38|2.85|145.23|39.94|554.44|101.09|8.26|33.03|560.14
37388|1727|8140|60704|1478832|5094|30228|6|12|22850|43|5709.11|57.09|5766.20|11.34|5184.82|3025.83|939.15|1744.13|5299.00
37388|26037|6639|60704|1478832|5094|30228|6|33|22850|2|71.44|0.71|72.15|72.68|80.49|37.86|11.75|21.83|81.91
37388|65998|4629|60704|1478832|5094|30228|6|4|22850|12|64.44|0.64|65.08|52.35|67.50|34.15|10.60|19.69|68.78
37388|21420|17474|60704|1478832|5094|30228|6|11|22850|3|4.44|0.04|4.48|92.92|395.96|2.35|0.73|1.36|396.04
38452|71537|15073|1467|889957|3808|15127|4|7|70261|2|39.78|2.78|42.56|22.81|63.63|15.12|17.02|7.64|69.19
38452|56980|17566|1467|889957|3808|15127|4|32|70261|34|1170.62|81.94|1252.56|50.99|793.70|444.84|500.79|224.99|957.58
38452|60949|641|1467|889957|3808|15127|4|18|70261|10|88.40|6.19|94.59|31.68|706.92|33.59|37.82|16.99|719.30
38452|59641|8461|1467|889957|3808|15127|4|16|70261|22|1832.60|128.28|1960.88|75.68|1004.17|696.39|783.98|352.23|1260.73
38452|38830|11830|1467|889957|3808|15127|4|17|70261|33|761.64|53.31|814.95|2.79|676.90|289.42|325.83|146.39|783.52
38452|27644|673|1467|889957|3808|15127|4|2|70261|2|224.18|15.69|239.87|13.59|117.99|85.19|95.90|43.09|149.37
38452|69069|12732|1467|889957|3808|15127|4|29|70261|38|3267.24|228.71|3495.95|36.51|1921.89|1241.55|1397.73|627.96|2379.31
38452|32159|8603|1467|889957|3808|15127|4|0|70261|80|859.20|60.14|919.34|26.55|3436.48|326.50|367.56|165.14|3556.76
37527|76044|1563|5115|1311285|1464|1580|1|10|28574|41|1863.45|149.08|2012.53|21.74|2544.21|745.38|637.30|480.77|2842.37
37527|39022|217|5115|1311285|1464|1580|1|19|28574|5|53.90|4.31|58.21|21.71|347.79|21.56|18.43|13.91|356.41
