38192|79212|8374|27899|391021|5084|34753|1|2|34949|22|735.24|29.41|764.65|15.40|667.62|66.17|515.18|153.89|726.44
38959|34606|8512|58015|1053829|2876|27816|6|31|82840|18|563.94|28.20|592.14|50.76|1273.48|203.02|288.74|72.18|1329.88
38959|5183|13967|58015|1053829|2876|27816|6|16|82840|13|349.70|17.48|367.18|28.36|1064.43|125.89|179.05|44.76|1099.39
38959|74990|3217|58015|1053829|2876|27816|6|6|82840|1|21.39|1.07|22.46|56.31|20.24|7.70|10.95|2.74|22.38
38293|22511|11604|44905|982003|4199|19515|2|33|40733|53|358.81|7.18|365.99|27.53|768.92|78.94|251.88|27.99|783.28
38293|52975|643|44905|982003|4199|19515|2|7|40733|51|879.24|17.58|896.82|10.93|3103.15|193.43|617.23|68.58|3138.31
38293|58510|11246|44905|982003|4199|19515|2|26|40733|78|755.82|15.12|770.94|46.30|4534.92|166.28|530.59|58.95|4565.16
38293|20304|11954|44905|982003|4199|19515|2|25|40733|38|637.64|12.75|650.39|27.74|3479.05|140.28|447.62|49.74|3504.55
38293|64357|12019|44905|982003|4199|19515|2|31|40733|43|1342.03|26.84|1368.87|71.17|1830.25|295.25|942.10|104.68|1883.93
38293|54863|10001|44905|982003|4199|19515|2|18|40733|76|5408.16|108.16|5516.32|64.28|4160.09|1189.80|3796.52|421.84|4376.41
38293|55081|5640|44905|982003|4199|19515|2|12|40733|88|4925.36|98.51|5023.87|37.31|4690.75|1083.58|3457.60|384.18|4887.77
38293|59482|8276|44905|982003|4199|19515|2|24|40733|71|3245.41|64.91|3310.32|3.50|2631.40|713.99|2278.28|253.14|2761.22
38293|15013|172|44905|982003|4199|19515|2|22|40733|24|218.64|4.37|223.01|68.51|937.44|48.10|153.49|17.05|946.18
38293|50568|10164|44905|982003|4199|19515|2|19|40733|22|2095.50|41.91|2137.41|80.18|1323.43|461.01|1471.04|163.45|1407.25
38293|56046|4391|44905|982003|4199|19515|2|4|40733|3|269.28|5.39|274.67|80.60|201.96|59.24|189.04|21.00|212.74
38293|16250|12731|44905|982003|4199|19515|2|22|40733|32|773.12|15.46|788.58|42.93|618.62|170.09|542.73|60.30|649.54
38729|26660|16640|15106|1857163|7023|11007|10|1|88624|6|86.64|0.87|87.51|20.91|168.99|81.44|3.64|1.56|170.73
38729|69387|4627|15106|1857163|7023|11007|10|7|88624|22|1651.76|16.52|1668.28|33.59|2147.40|1552.65|69.38|29.73|2180.44
38137|24208|408|8246|1878721|7182|41774|4|28|46517|24|803.76|56.26|860.02|43.94|296.15|602.82|56.26|144.68|408.67
38137|71703|5309|8246|1878721|7182|41774|4|14|46517|28|1769.32|123.85|1893.17|48.90|464.46|1326.99|123.85|318.48|712.16
38137|39041|575|8246|1878721|7182|41774|4|17|46517|26|424.84|29.74|454.58|88.66|405.46|318.63|29.74|76.47|464.94
38137|23257|17689|8246|1878721|7182|41774|4|12|46517|6|28.08|1.97|30.05|68.42|36.86|21.06|1.97|5.05|40.80
37160|35841|15817|11877|1001461|2806|6881|2|3|4410|2|88.68|5.32|94.00|97.72|32.84|87.79|0.26|0.63|43.48
37160|54878|5709|11877|1001461|2806|6881|2|26|4410|28|1309.84|78.59|1388.43|37.58|467.82|1296.74|3.80|9.30|625.00
37160|56833|14448|11877|1001461|2806|6881|2|23|4410|12|97.56|5.85|103.41|98.01|139.34|96.58|0.28|0.70|151.04
37160|38835|9617|11877|1001461|2806|6881|2|9|4410|24|666.96|40.02|706.98|77.34|606.43|660.29|1.93|4.74|686.47
37160|65186|10390|11877|1001461|2806|6881|2|9|4410|52|1331.20|79.87|1411.07|9.92|887.43|1317.89|3.86|9.45|1047.17
37160|39616|4213|11877|1001461|2806|6881|2|6|4410|4|17.04|1.02|18.06|50.47|30.95|16.87|0.05|0.12|32.99
38407|41886|11838|22569|107689|3537|39143|0|30|52301|8|139.20|8.35|147.55|74.85|137.74|20.88|17.75|100.57|154.44
38407|61668|10002|22569|107689|3537|39143|0|26|52301|19|395.96|23.76|419.72|92.17|1199.98|59.39|50.49|286.08|1247.50
