37930|4936|3392|97967|572025|2063|10370|6|15|25927|4|46.64|3.73|50.37|65.04|69.64|27.98|5.41|13.25|77.10
38891|16886|2849|12150|277200|2120|21490|3|25|73818|8|143.52|2.87|146.39|74.62|85.56|66.02|60.45|17.05|91.30
38891|12535|3921|12150|277200|2120|21490|3|32|73818|3|6.75|0.14|6.89|78.37|34.80|3.10|2.85|0.80|35.08
38891|77835|8289|12150|277200|2120|21490|3|32|73818|23|1782.96|35.66|1818.62|94.33|552.72|820.16|750.98|211.82|624.04
38194|31524|15868|60659|82180|296|36134|0|25|31711|25|2796.00|167.76|2963.76|81.53|310.68|2488.44|55.36|252.20|646.20
39195|41107|8262|20197|407661|1313|21242|11|19|79602|7|25.90|2.07|27.97|40.93|233.10|10.36|5.28|10.26|237.24
39195|61821|17843|20197|407661|1313|21242|11|15|79602|2|56.08|4.49|60.57|81.14|37.12|22.43|11.44|22.21|46.10
39195|72066|3429|20197|407661|1313|21242|11|13|79602|11|43.67|3.49|47.16|23.24|655.48|17.47|8.91|17.29|662.46
39195|25196|10934|20197|407661|1313|21242|11|26|79602|6|326.58|26.13|352.71|95.90|282.64|130.63|66.62|129.33|334.90
39195|42772|17186|20197|407661|1313|21242|11|13|79602|34|311.78|24.94|336.72|40.02|1753.69|124.71|63.60|123.47|1803.57
39195|74326|11726|20197|407661|1313|21242|11|8|79602|39|888.42|71.07|959.49|64.96|1332.75|355.37|181.24|351.81|1474.89
39195|25702|16242|20197|407661|1313|21242|11|30|79602|3|141.06|11.28|152.34|83.42|79.35|56.42|28.78|55.86|101.91
39195|42242|10066|20197|407661|1313|21242|11|10|79602|16|161.76|12.94|174.70|54.78|173.38|64.70|33.00|64.06|199.26
37736|84738|9692|35157|659391|426|12127|11|20|37495|20|450.80|18.03|468.83|29.74|150.30|432.77|11.36|6.67|186.36
37736|5214|12190|35157|659391|426|12127|11|5|37495|5|230.10|9.20|239.30|64.45|143.80|220.90|5.80|3.40|162.20
37736|34150|14492|35157|659391|426|12127|11|29|37495|3|276.45|11.06|287.51|28.96|100.16|265.39|6.97|4.09|122.28
37736|48413|7666|35157|659391|426|12127|11|3|37495|25|1607.25|64.29|1671.54|51.30|618.12|1542.96|40.50|23.79|746.70
37736|31124|3421|35157|659391|426|12127|11|29|37495|53|508.27|20.33|528.60|20.15|488.92|487.94|12.81|7.52|529.58
37736|59463|17157|35157|659391|426|12127|11|6|37495|5|179.50|7.18|186.68|56.09|101.98|172.32|4.52|2.66|116.34
37736|17842|2129|35157|659391|426|12127|11|28|37495|46|2532.30|101.29|2633.59|88.95|1438.88|2431.01|63.81|37.48|1641.46
37736|48512|14307|35157|659391|426|12127|11|23|37495|8|97.36|3.89|101.25|72.90|38.62|93.47|2.45|1.44|46.40
37736|43029|13986|35157|659391|426|12127|11|4|37495|13|1387.75|55.51|1443.26|5.63|389.80|1332.24|34.97|20.54|500.82
39099|66072|15564|23111|1553772|4861|23704|5|19|85386|42|25.20|0.76|25.96|94.18|429.47|11.59|9.25|4.36|430.99
39099|53798|6014|23111|1553772|4861|23704|5|6|85386|56|2349.76|70.49|2420.25|89.84|907.92|1080.89|862.83|406.04|1048.90
39099|42806|7415|23111|1553772|4861|23704|5|8|85386|10|421.70|12.65|434.35|62.40|152.52|193.98|154.85|72.87|177.82
38402|49191|12564|28054|1199147|1290|41298|2|27|43279|38|1475.54|59.02|1534.56|54.21|3822.56|501.68|818.04|155.82|3940.60
38402|58805|14688|28054|1199147|1290|41298|2|15|43279|1|11.89|0.48|12.37|34.79|27.10|4.04|6.59|1.26|28.06
38402|79928|11010|28054|1199147|1290|41298|2|3|43279|40|1936.80|77.47|2014.27|17.49|1577.08|658.51|1073.76|204.53|1732.02
38402|10431|10148|28054|1199147|1290|41298|2|34|43279|69|4084.11|163.36|4247.47|23.10|4476.54|1388.60|2264.23|431.28|4803.26
38402|13523|14060|28054|1199147|1290|41298|2|4|43279|3|241.80|9.67|251.47|5.54|293.23|82.21|134.06|25.53|312.57
38402|77752|2198|28054|1199147|1290|41298|2|26|43279|42|3355.38|134.22|3489.60|60.14|3355.19|1140.83|1860.22|354.33|3623.63
38402|40265|13882|28054|1199147|1290|41298|2|22|43279|75|7920.00|316.80|8236.80|19.65|4906.84|2692.80|4390.85|836.35|5540.44
38402|8019|6417|28054|1199147|1290|41298|2|7|43279|11|632.17|25.29|657.46|18.48|507.56|214.94|350.47|66.76|558.14
38402|40565|7568|28054|1199147|1290|41298|2|30|43279|19|458.47|18.34|476.81|62.46|1136.28|155.88|254.18|48.41|1172.96
38402|67860|8069|28054|1199147|1290|41298|2|26|43279|1|2.01|0.08|2.09|6.37|28.67|0.68|1.12|0.21|28.83
38402|76953|8293|28054|1199147|1290|41298|2|30|43279|53|1427.29|57.09|1484.38|80.89|821.71|485.28|791.29|150.72|935.89
