39056|22260|9943|46127|174916|357|32640|0|24|84459|10|647.70|58.29|705.99|27.95|869.46|129.54|471.53|46.63|986.04
39056|46616|10551|46127|174916|357|32640|0|3|84459|42|86.10|7.75|93.85|7.12|1052.87|17.22|62.68|6.20|1068.37
39056|1447|16441|46127|174916|357|32640|0|31|84459|5|230.90|20.78|251.68|20.80|240.74|46.18|168.10|16.62|282.30
39056|85069|3681|46127|174916|357|32640|0|27|84459|27|3704.40|333.40|4037.80|29.98|3781.66|740.88|2696.80|266.72|4448.46
39056|20828|3624|46127|174916|357|32640|0|4|84459|31|870.48|78.34|948.82|44.34|1122.54|174.10|633.71|62.67|1279.22
39056|59102|13744|46127|174916|357|32640|0|31|84459|19|380.19|34.22|414.41|63.01|745.17|76.04|276.78|27.37|813.61
39056|79235|9525|46127|174916|357|32640|0|34|84459|17|133.45|12.01|145.46|28.54|256.40|26.69|97.15|9.61|280.42
39056|46819|4435|46127|174916|357|32640|0|33|84459|7|77.35|6.96|84.31|42.24|689.36|15.47|56.31|5.57|703.28
39056|44107|10001|46127|174916|357|32640|0|9|84459|16|461.92|41.57|503.49|5.61|943.00|92.38|336.28|33.26|1026.14
39056|11538|11951|46127|174916|357|32640|0|5|84459|10|1446.90|130.22|1577.12|66.46|1729.21|289.38|1053.34|104.18|1989.65
39056|35089|12869|46127|174916|357|32640|0|9|84459|56|840.00|75.60|915.60|29.93|2940.47|168.00|611.52|60.48|3091.67
37945|42911|10002|28777|212210|2152|46736|7|13|42352|45|1437.75|14.38|1452.13|28.95|1234.83|43.13|418.39|976.23|1263.59
37131|49933|10283|51257|666959|6899|36013|0|31|245|92|9991.20|799.30|10790.50|64.19|4266.89|6993.84|869.23|2128.13|5865.49
37131|12705|13538|51257|666959|6899|36013|0|12|245|55|1172.05|93.76|1265.81|45.07|1550.09|820.44|101.97|249.64|1737.61
38435|16819|10000|22082|1108575|1136|18046|11|8|48136|2|76.62|6.13|82.75|76.08|253.44|6.13|66.26|4.23|265.70
38435|80591|14808|22082|1108575|1136|18046|11|14|48136|29|383.96|30.72|414.68|44.07|660.41|30.72|332.05|21.19|721.85
37125|8875|8337|71248|977234|2773|10133|4|13|6029|42|934.08|84.07|1018.15|70.61|1920.28|859.35|17.94|56.79|2088.42
37125|70999|5188|71248|977234|2773|10133|4|1|6029|2|50.32|4.53|54.85|85.49|26.22|46.29|0.97|3.06|35.28
37125|51705|6862|71248|977234|2773|10133|4|15|6029|4|57.16|5.14|62.30|49.34|141.03|52.59|1.10|3.47|151.31
37125|32771|10319|71248|977234|2773|10133|4|24|6029|9|27.99|2.52|30.51|92.81|69.03|25.75|0.54|1.70|74.07
37125|83448|2906|71248|977234|2773|10133|4|2|6029|2|62.44|5.62|68.06|99.60|57.76|57.44|1.20|3.80|69.00
38583|65067|14590|85523|36901|6467|30766|9|20|53920|24|262.80|15.77|278.57|58.56|96.39|57.82|67.64|137.34|127.93
38583|28462|10507|85523|36901|6467|30766|9|34|53920|6|53.40|3.20|56.60|59.10|97.89|11.75|13.74|27.91|104.29
38583|39178|12531|85523|36901|6467|30766|9|7|53920|28|1136.24|68.17|1204.41|10.46|506.72|249.97|292.47|593.80|643.06
38583|4282|13072|85523|36901|6467|30766|9|5|53920|52|3475.68|208.54|3684.22|39.35|1849.85|764.65|894.64|1816.39|2266.93
37570|84969|14452|24568|1328294|6052|16196|9|10|11813|26|2102.10|42.04|2144.14|94.52|964.89|2039.04|20.18|42.88|1048.97
37570|28495|12495|24568|1328294|6052|16196|9|5|11813|8|97.36|1.95|99.31|39.03|71.75|94.44|0.93|1.99|75.65
37570|65636|12614|24568|1328294|6052|16196|9|6|11813|17|90.95|1.82|92.77|40.46|636.32|88.22|0.87|1.86|639.96
37570|50733|17393|24568|1328294|6052|16196|9|24|11813|61|98.21|1.96|100.17|28.25|161.92|95.26|0.94|2.01|165.84
37570|19698|2400|24568|1328294|6052|16196|9|24|11813|1|38.96|0.78|39.74|37.28|12.68|37.79|0.37|0.80|14.24
37570|46931|856|24568|1328294|6052|16196|9|8|11813|66|4657.62|93.15|4750.77|90.81|2103.58|4517.89|44.71|95.02|2289.88
37570|46244|2422|24568|1328294|6052|16196|9|25|11813|25|1397.00|27.94|1424.94|18.16|550.90|1355.09|13.41|28.50|606.78
37570|3097|12386|24568|1328294|6052|16196|9|15|11813|14|65.10|1.30|66.40|13.56|82.87|63.15|0.62|1.33|85.47
