37587|32662|10095|1273|1878036|6392|38601|5|27|3483|17|151.64|13.65|165.29|73.86|392.93|122.83|17.86|10.95|420.23
37587|21740|17866|1273|1878036|6392|38601|5|8|3483|8|695.92|62.63|758.55|13.76|639.77|563.70|81.98|50.24|765.03
37587|6675|14049|1273|1878036|6392|38601|5|20|3483|51|2555.10|229.96|2785.06|26.66|3034.33|2069.63|300.99|184.48|3494.25
37587|2701|7131|1273|1878036|6392|38601|5|25|3483|3|130.29|11.73|142.02|88.72|83.45|105.53|15.35|9.41|106.91
37587|29257|4794|1273|1878036|6392|38601|5|23|3483|55|5577.55|501.98|6079.53|5.33|3179.20|4517.82|657.03|402.70|4183.16
37587|49651|2356|1273|1878036|6392|38601|5|4|3483|54|746.82|67.21|814.03|66.82|2837.92|604.92|87.98|53.92|2972.34
37587|22346|8748|1273|1878036|6392|38601|5|23|3483|64|2299.52|206.96|2506.48|37.50|2427.01|1862.61|270.88|166.03|2840.93
37587|60229|1102|1273|1878036|6392|38601|5|16|3483|16|48.32|4.35|52.67|76.53|918.48|39.14|5.69|3.49|927.18
37587|70641|4491|1273|1878036|6392|38601|5|27|3483|1|10.55|0.95|11.50|76.86|31.65|8.55|1.24|0.76|33.55
38464|42488|17226|10968|1603971|1138|24994|1|22|51374|16|1057.28|95.16|1152.44|52.92|1676.06|444.06|159.44|453.78|1866.38
38464|64484|8443|10968|1603971|1138|24994|1|9|51374|32|434.88|39.14|474.02|48.88|1766.13|182.65|65.58|186.65|1844.41
37182|50392|5176|91869|1111978|1000|48942|6|28|9267|9|497.43|39.79|537.22|48.54|196.16|348.20|25.37|123.86|275.74
37182|13419|9080|91869|1111978|1000|48942|6|29|9267|32|2643.52|211.48|2855.00|25.95|1121.43|1850.46|134.82|658.24|1544.39
37182|50299|2659|91869|1111978|1000|48942|6|18|9267|71|8970.14|717.61|9687.75|40.01|2616.21|6279.10|457.48|2233.56|4051.43
37182|7679|5460|91869|1111978|1000|48942|6|29|9267|41|2555.53|204.44|2759.97|12.21|1212.75|1788.87|130.33|636.33|1621.63
37182|27310|8276|91869|1111978|1000|48942|6|19|9267|9|1335.42|106.83|1442.25|25.36|406.43|934.79|68.11|332.52|620.09
37182|72509|10302|91869|1111978|1000|48942|6|30|9267|34|826.54|66.12|892.66|52.63|321.49|578.58|42.15|205.81|453.73
38534|60410|17629|92166|1041762|2368|44700|2|3|57158|26|314.08|9.42|323.50|66.69|386.63|229.28|39.01|45.79|405.47
38534|6589|5709|92166|1041762|2368|44700|2|5|57158|20|1666.60|50.00|1716.60|2.05|579.71|1216.62|206.99|242.99|679.71
38534|9994|1519|92166|1041762|2368|44700|2|1|57158|24|259.68|7.79|267.47|29.33|346.29|189.57|32.25|37.86|361.87
38534|26804|10001|92166|1041762|2368|44700|2|9|57158|29|196.62|5.90|202.52|78.98|224.85|143.53|24.42|28.67|236.65
38534|56726|5162|92166|1041762|2368|44700|2|5|57158|18|131.94|3.96|135.90|55.05|33.52|96.32|16.39|19.23|41.44
38534|75534|339|92166|1041762|2368|44700|2|19|57158|66|2269.74|68.09|2337.83|92.58|1396.67|1656.91|281.90|330.93|1532.85
38534|11480|12003|92166|1041762|2368|44700|2|20|57158|5|185.10|5.55|190.65|23.59|34.44|135.12|22.99|26.99|45.54
38534|345|5168|92166|1041762|2368|44700|2|5|57158|21|17.43|0.52|17.95|3.08|19.92|12.72|2.17|2.54|20.96
37691|12092|10003|35367|78471|2083|10605|9|2|15051|69|1827.12|73.08|1900.20|7.62|1074.68|493.32|680.24|653.56|1220.84
37691|81878|7263|35367|78471|2083|10605|9|14|15051|56|7149.52|285.98|7435.50|90.79|821.80|1930.37|2661.77|2557.38|1393.76
37691|56100|12869|35367|78471|2083|10605|9|13|15051|11|386.32|15.45|401.77|75.44|45.45|104.31|143.83|138.18|76.35
37691|48937|1588|35367|78471|2083|10605|9|12|15051|14|76.86|3.07|79.93|32.98|64.11|20.75|28.62|27.49|70.25
38209|80569|17393|70996|1646860|5959|35669|5|22|62942|35|2609.60|182.67|2792.27|84.17|3034.32|469.73|534.97|1604.90|3399.66
37320|25426|6842|63607|1399496|4586|20455|10|3|20835|6|17.82|1.07|18.89|89.84|73.46|4.81|8.33|4.68|75.60
37320|46479|1888|63607|1399496|4586|20455|10|18|20835|76|1597.52|95.85|1693.37|16.18|3022.82|431.33|746.36|419.83|3214.52
37320|49672|175|63607|1399496|4586|20455|10|2|20835|33|1971.09|118.27|2089.36|68.14|2815.66|532.19|920.90|518.00|3052.20
37320|75703|14686|63607|1399496|4586|20455|10|4|20835|54|449.82|26.99|476.81|52.90|3150.63|121.45|210.16|118.21|3204.61
37320|5687|9830|63607|1399496|4586|20455|10|13|20835|58|115.42|6.93|122.35|37.42|4031.17|31.16|53.93|30.33|4045.03
37320|82111|7734|63607|1399496|4586|20455|10|15|20835|4|483.76|29.03|512.79|38.40|520.97|130.62|226.01|127.13|579.03
