38699|47156|8374|31271|787257|727|8174|4|298|89175|73|96.49|157.28|130.54|1952.02|9529.42|7043.77|11481.44|95.29|0.00|9529.42|9624.71|2485.65
38699|47156|14922|31271|787257|727|8174|4|149|89175|21|43.19|82.06|13.13|1447.53|275.73|906.99|1723.26|22.06|0.00|275.73|297.79|-631.26
38699|47156|14147|31271|787257|727|8174|4|200|89175|86|91.85|116.65|58.32|5016.38|5015.52|7899.10|10031.90|44.14|2808.69|2206.83|2250.97|-5692.27
38699|47156|46|31271|787257|727|8174|4|77|89175|98|35.66|57.77|23.69|3339.84|2321.62|3494.68|5661.46|0.00|0.00|2321.62|2321.62|-1173.06
38699|47156|9692|31271|787257|727|8174|4|191|89175|65|81.67|151.09|15.11|8838.70|982.15|5308.55|9820.85|49.11|0.00|982.15|1031.26|-4326.40
38699|79780|5167|43754|1733679|2968|14464|3|12|89176|1|46.26|51.81|9.84|41.97|9.84|46.26|51.81|0.79|0.00|9.84|10.63|-36.42
38699|79780|17324|43754|1733679|2968|14464|3|218|89176|51|74.11|103.01|43.26|3047.25|2206.26|3779.61|5253.51|176.50|0.00|2206.26|2382.76|-1573.35
38699|79780|12048|43754|1733679|2968|14464|3|189|89176|20|10.65|21.09|16.03|101.20|320.60|213.00|421.80|22.44|0.00|320.60|343.04|107.60
38699|79780|4767|43754|1733679|2968|14464|3|105|89176|12|61.84|74.83|60.61|170.64|727.32|742.08|897.96|14.55|0.00|727.32|741.87|-14.76
38699|79780|17865|43754|1733679|2968|14464|3|129|89176|55|95.87|167.77|1.68|9134.95|92.40|5272.85|9227.35|3.70|0.00|92.40|96.10|-5180.45
38699|79780|12023|43754|1733679|2968|14464|3|151|89176|69|54.70|102.29|97.18|352.59|6705.42|3774.30|7058.01|536.43|0.00|6705.42|7241.85|2931.12
38699|79780|13729|43754|1733679|2968|14464|3|211|89176|88|13.48|22.11|5.75|1439.68|506.00|1186.24|1945.68|30.36|0.00|506.00|536.36|-680.24
38699|79780|2906|43754|1733679|2968|14464|3|188|89176|67|21.83|29.25|24.57|313.56|1646.19|1462.61|1959.75|65.85|0.00|1646.19|1712.04|183.58
38699|79780|5104|43754|1733679|2968|14464|3|250|89176|5|19.64|23.96|2.64|106.60|13.20|98.20|119.80|0.26|0.00|13.20|13.46|-85.00
38699|79780|17386|43754|1733679|2968|14464|3|252|89176|98|2.83|4.33|2.47|182.28|242.06|277.34|424.34|9.68|0.00|242.06|251.74|-35.28
38699|79780|2759|43754|1733679|2968|14464|3|60|89176|39|48.39|84.68|69.44|594.36|2708.16|1887.21|3302.52|216.65|0.00|2708.16|2924.81|820.95
38699|79780|14085|43754|1733679|2968|14464|3|94|89176|2|21.68|42.49|22.52|39.94|45.04|43.36|84.98|0.45|0.00|45.04|45.49|1.68
38699|79780|14233|43754|1733679|2968|14464|3|31|89176|34|25.67|35.42|2.13|1131.86|72.42|872.78|1204.28|3.62|0.00|72.42|76.04|-800.36
38699|81978|9997|64750|1002712|7007|15994|2|59|89177|40|51.74|101.41|54.76|1866.00|2190.40|2069.60|4056.40|6.35|1555.18|635.22|641.57|-1434.38
38699|81978|16311|64750|1002712|7007|15994|2|72|89177|82|69.55|112.67|14.65|8037.64|1201.30|5703.10|9238.94|49.61|492.53|708.77|758.38|-4994.33
38699|81978|9387|64750|1002712|7007|15994|2|296|89177|100|52.05|75.47|19.62|5585.00|1962.00|5205.00|7547.00|0.00|0.00|1962.00|1962.00|-3243.00
38699|69601|5404|87943|1363963|6087|39310|5|249|89178|43|70.57|100.92|55.51|1952.63|2386.93|3034.51|4339.56|71.61|0.00|2386.93|2458.54|-647.58
38699|69601|10585|87943|1363963|6087|39310|5|5|89178|66|26.79|27.86|14.49|882.42|956.34|1768.14|1838.76|86.07|0.00|956.34|1042.41|-811.80
38699|69601|15534|87943|1363963|6087|39310|5|54|89178|33|94.08|98.78|7.90|2999.04|260.70|3104.64|3259.74|18.25|0.00|260.70|278.95|-2843.94
38699|69601|16773|87943|1363963|6087|39310|5|268|89178|36|69.75|123.46|82.72|1466.64|2977.92|2511.00|4444.56|59.56|0.00|2977.92|3037.48|466.92
38699|69601|8890|87943|1363963|6087|39310|5|105|89178|13|70.63|100.29|99.29|13.00|1290.77|918.19|1303.77|38.72|0.00|1290.77|1329.49|372.58
38699|69601|11551|87943|1363963|6087|39310|5|293|89178|46|23.73|34.17|5.13|1335.84|235.98|1091.58|1571.82|11.80|0.00|235.98|247.78|-855.60
38699|69601|12023|87943|1363963|6087|39310|5|170|89178|2|1.23|2.16|0.17|3.98|0.34|2.46|4.32|0.03|0.00|0.34|0.37|-2.12
38699|69601|17724|87943|1363963|6087|39310|5|242|89178|7|16.92|17.60|14.96|18.48|104.72|118.44|123.20|4.19|0.00|104.72|108.91|-13.72
38699|69601|13341|87943|1363963|6087|39310|5|32|89178|1|22.88|33.18|6.97|26.21|6.97|22.88|33.18|0.10|4.95|2.02|2.12|-20.86
38699|69601|14582|87943|1363963|6087|39310|5|154|89178|59|76.53|139.28|39.00|5916.52|2301.00|4515.27|8217.52|23.01|0.00|2301.00|2324.01|-2214.27
