38702|25630|12564|22870|951462|5834|6492|9|67|89325|63|91.17|170.49|75.02|6014.61|4726.26|5743.71|10740.87|47.26|0.00|4726.26|4773.52|-1017.45
38702|25630|12730|22870|951462|5834|6492|9|183|89325|36|2.80|4.54|0.14|158.40|5.04|100.80|163.44|0.40|0.00|5.04|5.44|-95.76
38702|25630|16797|22870|951462|5834|6492|9|259|89325|13|49.67|67.05|40.23|348.66|522.99|645.71|871.65|20.92|0.00|522.99|543.91|-122.72
38702|25630|103|22870|951462|5834|6492|9|274|89325|69|39.27|72.26|57.81|997.05|3988.89|2709.63|4985.94|39.89|0.00|3988.89|4028.78|1279.26
38702|25630|2365|22870|951462|5834|6492|9|156|89325|94|82.62|104.93|35.68|6509.50|3353.92|7766.28|9863.42|145.56|1274.49|2079.43|2224.99|-5686.85
38702|25630|3402|22870|951462|5834|6492|9|254|89325|63|76.77|136.65|129.82|430.29|8178.66|4836.51|8608.95|408.93|0.00|8178.66|8587.59|3342.15
38702|57053|4932|66847|1580010|6678|31454|0|94|89326|84|16.57|24.19|8.71|1300.32|731.64|1391.88|2031.96|14.63|0.00|731.64|746.27|-660.24
38702|57053|10002|66847|1580010|6678|31454|0|256|89326|47|39.02|42.92|33.91|423.47|1593.77|1833.94|2017.24|7.01|1243.14|350.63|357.64|-1483.31
38702|57053|14590|66847|1580010|6678|31454|0|3|89326|91|79.94|126.31|32.84|8505.77|2988.44|7274.54|11494.21|209.19|0.00|2988.44|3197.63|-4286.10
38702|76972|681|93356|661806|1386|31063|3|22|89327|82|67.82|118.68|36.79|6714.98|3016.78|5561.24|9731.76|181.01|0.00|3016.78|3197.79|-2544.46
38702|76972|10013|93356|661806|1386|31063|3|48|89327|61|65.10|106.11|94.44|711.87|5760.84|3971.10|6472.71|288.04|0.00|5760.84|6048.88|1789.74
38702|76972|2991|93356|661806|1386|31063|3|84|89327|60|32.90|46.06|17.04|1741.20|1022.40|1974.00|2763.60|71.57|0.00|1022.40|1093.97|-951.60
38702|76972|8861|93356|661806|1386|31063|3|234|89327|51|3.44|6.33|5.89|22.44|300.39|175.44|322.83|18.02|0.00|300.39|318.41|124.95
38702|76972|11315|93356|661806|1386|31063|3|204|89327|21|72.11|118.26|83.96|720.30|1763.16|1514.31|2483.46|105.79|0.00|1763.16|1868.95|248.85
38702|76972|16075|93356|661806|1386|31063|3|89|89327|97|71.84|140.09|11.21|12501.36|1087.37|6968.48|13588.73|10.87|0.00|1087.37|1098.24|-5881.11
38702|76972|15146|93356|661806|1386|31063|3|131|89327|72|3.59|6.21|0.93|380.16|66.96|258.48|447.12|4.69|0.00|66.96|71.65|-191.52
38702|76972|3614|93356|661806|1386|31063|3|50|89327|100|54.23|98.70|95.74|296.00|9574.00|5423.00|9870.00|191.48|0.00|9574.00|9765.48|4151.00
38702|76972|10000|93356|661806|1386|31063|3|228|89327|48|23.48|41.09|28.76|591.84|1380.48|1127.04|1972.32|96.63|0.00|1380.48|1477.11|253.44
38702|65954|13560|71818|997202|6147|13213|10|284|89328|37|67.78|104.38|34.45|2587.41|1274.65|2507.86|3862.06|63.73|0.00|1274.65|1338.38|-1233.21
38702|65954|1324|71818|997202|6147|13213|10|26|89328|94|89.31|175.94|117.88|5457.64|11080.72|8395.14|16538.36|886.46|0.00|11080.72|11967.18|2685.58
38702|65954|15770|71818|997202|6147|13213|10|37|89328|31|81.22|116.96|84.21|1015.25|2610.51|2517.82|3625.76|182.74|0.00|2610.51|2793.25|92.69
38702|65954|9478|71818|997202|6147|13213|10|186|89328|74|16.38|29.16|13.71|1143.30|1014.54|1212.12|2157.84|81.16|0.00|1014.54|1095.70|-197.58
38702|65954|7121|71818|997202|6147|13213|10|217|89328|13|21.37|38.25|12.62|333.19|164.06|277.81|497.25|4.94|93.51|70.55|75.49|-207.26
38702|65954|14338|71818|997202|6147|13213|10|261|89328|100|81.19|145.33|91.56|5377.00|9156.00|8119.00|14533.00|274.68|0.00|9156.00|9430.68|1037.00
38702|65954|6791|71818|997202|6147|13213|10|144|89328|5|84.86|136.62|136.62|0.00|683.10|424.30|683.10|40.99|0.00|683.10|724.09|258.80
38702|65954|3801|71818|997202|6147|13213|10|72|89328|8|14.83|25.80|14.96|86.72|119.68|118.64|206.40|3.59|0.00|119.68|123.27|1.04
38702|65954|10003|71818|997202|6147|13213|10|77|89328|4|35.49|38.68|32.88|23.20|131.52|141.96|154.72|1.32|0.00|131.52|132.84|-10.44
38702|65954|11079|71818|997202|6147|13213|10|195|89328|36|80.72|119.47|78.85|1462.32|2838.60|2905.92|4300.92|85.16|0.00|2838.60|2923.76|-67.32
38702|47192|8679|84058|1880343|6954|33331|3|71|89329|79|36.19|67.31|54.52|1010.41|4307.08|2859.01|5317.49|258.42|0.00|4307.08|4565.50|1448.07
38702|47192|13272|84058|1880343|6954|33331|3|79|89329|5|59.60|112.05|62.75|246.50|313.75|298.00|560.25|4.17|254.14|59.61|63.78|-238.39
38702|47192|8207|84058|1880343|6954|33331|3|147|89329|57|18.85|27.90|23.99|222.87|1367.43|1074.45|1590.30|82.05|0.00|1367.43|1449.48|292.98
38702|47192|4627|84058|1880343|6954|33331|3|65|89329|48|1.07|2.09|0.90|57.12|43.20|51.36|100.32|1.28|11.23|31.97|33.25|-19.39
