38714|86215|6448|88169|33879|6067|41417|10|27|89925|18|78.42|129.39|37.52|1653.66|675.36|1411.56|2329.02|60.78|0.00|675.36|736.14|-736.20
38714|86215|16852|88169|33879|6067|41417|10|155|89925|4|27.18|51.37|3.60|191.08|14.40|108.72|205.48|0.58|0.00|14.40|14.98|-94.32
38714|86215|1675|88169|33879|6067|41417|10|231|89925|31|74.64|86.58|62.34|751.44|1932.54|2313.84|2683.98|135.28|0.00|1932.54|2067.82|-381.30
38714|86215|2719|88169|33879|6067|41417|10|198|89925|25|62.80|124.34|88.28|901.50|2207.00|1570.00|3108.50|44.14|0.00|2207.00|2251.14|637.00
38714|86215|16006|88169|33879|6067|41417|10|33|89925|57|9.90|11.88|2.49|535.23|141.93|564.30|677.16|9.94|0.00|141.93|151.87|-422.37
38714|86215|7804|88169|33879|6067|41417|10|267|89925|6|12.36|18.54|7.79|64.50|46.74|74.16|111.24|2.09|20.57|26.17|28.26|-47.99
38714|86215|2328|88169|33879|6067|41417|10|80|89925|75|72.42|72.42|16.66|4182.00|1249.50|5431.50|5431.50|99.96|0.00|1249.50|1349.46|-4182.00
38714|54489|8908|4577|1835603|5410|9042|1|61|89926|74|49.13|87.94|82.66|390.72|6116.84|3635.62|6507.56|107.66|3425.43|2691.41|2799.07|-944.21
38714|54489|4493|4577|1835603|5410|9042|1|27|89926|92|46.28|81.92|36.86|4145.52|3391.12|4257.76|7536.64|0.00|3221.56|169.56|169.56|-4088.20
38714|41745|15791|95236|51733|3427|39889|6|146|89927|58|3.35|4.02|3.14|51.04|182.12|194.30|233.16|7.28|0.00|182.12|189.40|-12.18
38714|41745|11199|95236|51733|3427|39889|6|72|89927|26|29.25|41.83|34.30|195.78|891.80|760.50|1087.58|44.59|0.00|891.80|936.39|131.30
38714|41745|1948|95236|51733|3427|39889|6|216|89927|4|94.32|161.29|6.45|619.36|25.80|377.28|645.16|0.74|15.22|10.58|11.32|-366.70
38714|41745|11954|95236|51733|3427|39889|6|220|89927|93|17.46|27.41|4.11|2166.90|382.23|1623.78|2549.13|3.82|0.00|382.23|386.05|-1241.55
38714|41745|4328|95236|51733|3427|39889|6|110|89927|68|42.43|78.07|5.46|4937.48|371.28|2885.24|5308.76|11.14|0.00|371.28|382.42|-2513.96
38714|41745|3988|95236|51733|3427|39889|6|286|89927|94|55.56|60.56|24.83|3358.62|2334.02|5222.64|5692.64|17.97|2077.28|256.74|274.71|-4965.90
38714|41745|3683|95236|51733|3427|39889|6|118|89927|36|83.35|125.02|111.27|495.00|4005.72|3000.60|4500.72|320.46|0.00|4005.72|4326.18|1005.12
38714|41745|2737|95236|51733|3427|39889|6|213|89927|40|8.69|9.56|8.99|22.80|359.60|347.60|382.40|0.00|359.60|0.00|0.00|-347.60
38714|41745|13930|95236|51733|3427|39889|6|175|89927|2|28.04|49.07|15.70|66.74|31.40|56.08|98.14|0.90|16.33|15.07|15.97|-41.01
38714|41745|575|95236|51733|3427|39889|6|188|89927|85|89.07|130.04|105.33|2100.35|8953.05|7570.95|11053.40|89.53|0.00|8953.05|9042.58|1382.10
38714|41745|14826|95236|51733|3427|39889|6|175|89927|24|48.91|52.82|42.26|253.44|1014.24|1173.84|1267.68|30.43|0.00|1014.24|1044.67|-159.60
38714|41745|12120|95236|51733|3427|39889|6|237|89927|77|98.07|108.86|79.47|2263.03|6119.19|7551.39|8382.22|367.15|0.00|6119.19|6486.34|-1432.20
38714|41745|10015|95236|51733|3427|39889|6|239|89927|26|45.33|81.14|22.72|1518.92|590.72|1178.58|2109.64|23.63|0.00|590.72|614.35|-587.86
38714|41745|14705|95236|51733|3427|39889|6|250|89927|33|8.09|12.62|12.49|4.29|412.17|266.97|416.46|28.85|0.00|412.17|441.02|145.20
38714|5404|11315|39103|1748235|48|16063|4|163|89928|94|45.86|83.01|9.96|6866.70|936.24|4310.84|7802.94|68.16|84.26|851.98|920.14|-3458.86
38714|5404|9761|39103|1748235|48|16063|4|64|89928|47|61.61|75.16|34.57|1907.73|1624.79|2895.67|3532.52|97.49|0.00|1624.79|1722.28|-1270.88
38714|5404|3143|39103|1748235|48|16063|4|72|89928|18|22.85|36.33|6.90|529.74|124.20|411.30|653.94|8.69|0.00|124.20|132.89|-287.10
38714|5404|14895|39103|1748235|48|16063|4|97|89928|70|98.93|156.31|123.48|2298.10|8643.60|6925.10|10941.70|345.74|0.00|8643.60|8989.34|1718.50
38714|5404|4224|39103|1748235|48|16063|4|128|89928|53|77.01|110.12|5.51|5544.33|292.03|4081.53|5836.36|8.76|0.00|292.03|300.79|-3789.50
38714|5404|4282|39103|1748235|48|16063|4|92|89928|19|5.03|6.69|2.68|76.19|50.92|95.57|127.11|1.02|0.00|50.92|51.94|-44.65
38714|5404|13222|39103|1748235|48|16063|4|212|89928|36|24.75|31.93|15.01|609.12|540.36|891.00|1149.48|32.42|0.00|540.36|572.78|-350.64
38714|5404|17629|39103|1748235|48|16063|4|25|89928|56|85.41|163.99|159.07|275.52|8907.92|4782.96|9183.44|267.24|0.00|8907.92|9175.16|4124.96
38714|5404|3863|39103|1748235|48|16063|4|100|89928|32|60.29|78.38|47.81|978.24|1529.92|1929.28|2508.16|91.80|0.00|1529.92|1621.72|-399.36
38714|5404|3172|39103|1748235|48|16063|4|138|89928|65|48.08|61.54|6.77|3560.05|440.05|3125.20|4000.10|17.60|0.00|440.05|457.65|-2685.15
38714|5404|949|39103|1748235|48|16063|4|219|89928|12|10.25|11.07|9.08|23.88|108.96|123.00|132.84|0.94|62.11|46.85|47.79|-76.15
38714|5404|12275|39103|1748235|48|16063|4|204|89928|25|72.85|127.49|127.49|0.00|3187.25|1821.25|3187.25|66.93|2071.71|1115.54|1182.47|-705.71
38714|5404|5713|39103|1748235|48|16063|4|110|89928|9|59.60|69.73|20.92|439.29|188.28|536.40|627.57|5.65|0.00|188.28|193.93|-348.12
