38708|34736|38775|7430|5754|1595596|6878|3200|5754|1595596|6878|3200|33|11|4|2|116|89625|28|92.73|215.13|122.62|2590.28|3433.36|2596.44|6023.64|171.67|0.00|2650.40|3433.36|3605.03|6083.76|6255.43|836.92
38708|34736|38754|5176|5754|1595596|6878|3200|5754|1595596|6878|3200|11|12|14|0|284|89625|45|4.41|4.94|3.31|73.35|148.95|198.45|222.30|0.00|0.00|100.04|148.95|148.95|248.99|248.99|-49.50
38708|34736|38806|10135|5754|1595596|6878|3200|5754|1595596|6878|3200|32|21|5|1|81|89625|95|1.35|1.96|0.67|122.55|63.65|128.25|186.20|1.27|0.00|27.93|63.65|64.92|91.58|92.85|-64.60
38708|34736|38715|8496|5754|1595596|6878|3200|5754|1595596|6878|3200|38|12|3|4|125|89625|6|59.48|81.49|46.45|210.24|278.70|356.88|488.94|2.79|0.00|132.01|278.70|281.49|410.71|413.50|-78.18
38708|34736|38789|6268|5754|1595596|6878|3200|5754|1595596|6878|3200|12|1|1|0|141|89625|44|63.16|130.11|7.81|5381.20|343.64|2779.04|5724.84|6.87|0.00|2805.17|343.64|350.51|3148.81|3155.68|-2435.40
38708|9631|38762|6012|82707|1308329|6333|40335|82707|1308329|6333|40335|33|4|12|1|255|89626|19|25.47|37.44|32.57|92.53|618.83|483.93|711.36|43.32|0.00|14.23|618.83|662.15|633.06|676.38|134.90
38708|9631|38709|8486|82707|1308329|6333|40335|82707|1308329|6333|40335|20|8|12|4|112|89626|99|28.83|73.52|22.79|5022.27|2256.21|2854.17|7278.48|97.47|1037.86|2765.82|1218.35|1315.82|3984.17|4081.64|-1635.82
38708|9631|38743|13138|82707|1308329|6333|40335|82707|1308329|6333|40335|4|2|3|2|76|89626|29|91.52|169.31|55.87|3289.76|1620.23|2654.08|4909.99|40.83|1166.57|1767.60|453.66|494.49|2221.26|2262.09|-2200.42
38708|9631|38790|7430|82707|1308329|6333|40335|82707|1308329|6333|40335|29|17|19|2|43|89626|29|3.06|5.60|0.34|152.54|9.86|88.74|162.40|0.20|0.00|32.48|9.86|10.06|42.34|42.54|-78.88
38708|15840|38720|8276|45129|1201022|4999|33851|45129|1201022|4999|33851|3|13|16|0|7|89627|66|5.79|15.63|8.75|454.08|577.50|382.14|1031.58|23.10|0.00|175.37|577.50|600.60|752.87|775.97|195.36
