38700|22316|38776|4224|73095|1518633|691|21216|73095|1518633|691|21216|7|4|5|4|210|89250|100|40.25|110.29|60.66|4963.00|6066.00|4025.00|11029.00|303.30|0.00|4191.02|6066.00|6369.30|10257.02|10560.32|2041.00
38700|22316|38738|16336|73095|1518633|691|21216|73095|1518633|691|21216|56|10|18|3|129|89250|100|17.87|24.48|9.06|1542.00|906.00|1787.00|2448.00|0.00|453.00|465.12|453.00|453.00|918.12|918.12|-1334.00
38700|22316|38717|7889|73095|1518633|691|21216|73095|1518633|691|21216|39|28|3|0|288|89250|10|53.77|146.25|95.06|511.90|950.60|537.70|1462.50|43.73|76.05|468.00|874.55|918.28|1342.55|1386.28|336.85
38700|22316|38713|10002|73095|1518633|691|21216|73095|1518633|691|21216|56|13|13|3|260|89250|70|92.50|146.15|1.46|10128.30|102.20|6475.00|10230.50|4.09|0.00|4910.64|102.20|106.29|5012.84|5016.93|-6372.80
38700|22316|38703|4102|73095|1518633|691|21216|73095|1518633|691|21216|50|16|18|4|273|89250|64|59.26|61.63|30.82|1971.84|1972.48|3792.64|3944.32|75.74|78.90|78.89|1893.58|1969.32|1972.47|2048.21|-1899.06
38700|22316|38735|2225|73095|1518633|691|21216|73095|1518633|691|21216|9|15|0|1|173|89250|43|70.04|135.18|17.57|5057.23|755.51|3011.72|5812.74|52.89|0.00|1976.33|755.51|808.40|2731.84|2784.73|-2256.21
38700|22316|38766|3378|73095|1518633|691|21216|73095|1518633|691|21216|55|12|3|1|281|89250|37|90.95|235.56|176.67|2178.93|6536.79|3365.15|8715.72|65.37|0.00|4009.23|6536.79|6602.16|10546.02|10611.39|3171.64
38700|22316|38716|12633|73095|1518633|691|21216|73095|1518633|691|21216|44|14|13|0|165|89250|69|47.02|49.37|44.93|306.36|3100.17|3244.38|3406.53|93.01|0.00|34.07|3100.17|3193.18|3134.24|3227.25|-144.21
38700|22316|38723|8695|73095|1518633|691|21216|73095|1518633|691|21216|39|19|11|4|138|89250|19|80.27|161.34|37.11|2360.37|705.09|1525.13|3065.46|21.15|0.00|1103.57|705.09|726.24|1808.66|1829.81|-820.04
38700|22316|38737|2837|73095|1518633|691|21216|73095|1518633|691|21216|59|6|1|2|98|89250|6|97.50|212.55|25.51|1122.24|153.06|585.00|1275.30|1.53|0.00|510.12|153.06|154.59|663.18|664.71|-431.94
38700|5266|38724|4293|19787|1687613|3868|18574|19787|1687613|3868|18574|32|13|12|4|275|89251|96|52.31|145.42|143.97|139.20|13821.12|5021.76|13960.32|276.42|0.00|6840.56|13821.12|14097.54|20661.68|20938.10|8799.36
38700|5266|38717|15550|19787|1687613|3868|18574|19787|1687613|3868|18574|42|8|19|1|279|89251|34|34.25|53.09|52.03|36.04|1769.02|1164.50|1805.06|88.45|0.00|216.61|1769.02|1857.47|1985.63|2074.08|604.52
38700|5266|38708|208|19787|1687613|3868|18574|19787|1687613|3868|18574|41|19|3|4|296|89251|77|21.00|61.32|14.72|3588.20|1133.44|1617.00|4721.64|56.67|0.00|472.16|1133.44|1190.11|1605.60|1662.27|-483.56
38700|5266|38764|17595|19787|1687613|3868|18574|19787|1687613|3868|18574|8|27|15|1|170|89251|50|27.06|27.87|3.34|1226.50|167.00|1353.00|1393.50|1.67|0.00|209.02|167.00|168.67|376.02|377.69|-1186.00
38700|5266|38770|12800|19787|1687613|3868|18574|19787|1687613|3868|18574|47|4|11|0|108|89251|43|73.92|114.58|20.62|4040.28|886.66|3178.56|4926.94|26.60|0.00|1428.81|886.66|913.26|2315.47|2342.07|-2291.90
