38952|68126|9590|52948|893223|2020|6942|52948|893223|2020|6942|32|13|63444|33|626.01|25.04|651.05|18.74|958.40|244.14|286.40|95.47|1008.48
38676|62386|16497|52948|893223|2020|6942|52948|893223|2020|6942|9|4|63444|34|455.26|18.21|473.47|60.18|572.10|177.55|208.28|69.43|608.52
37971|57246|13482|43560|783322|3386|42669|43560|783322|3386|42669|35|4|20647|12|333.24|0.00|333.24|99.99|86.00|279.92|1.60|51.72|86.00
37841|74005|3720|43560|783322|3386|42669|43560|783322|3386|42669|54|29|20647|17|2635.00|0.00|2635.00|50.69|520.50|2213.40|12.65|408.95|520.50
37799|26338|4499|43560|783322|3386|42669|43560|783322|3386|42669|49|22|20647|29|493.29|0.00|493.29|25.99|328.79|414.36|2.37|76.56|328.79
37364|62439|7269|43560|783322|3386|42669|43560|783322|3386|42669|24|12|20647|34|18.70|0.00|18.70|28.96|149.11|15.71|0.09|2.90|149.11
37697|83151|3636|43560|783322|3386|42669|43560|783322|3386|42669|23|17|20647|16|26.72|0.00|26.72|61.50|35.71|22.44|0.13|4.15|35.71
39039|80824|1646|18824|1284145|5146|23128|18824|1284145|5146|23128|59|3|66948|28|655.48|32.77|688.25|16.61|5981.36|439.17|86.52|129.79|6046.90
37708|44956|15409|10689|189302|6765|44953|10689|189302|6765|44953|59|12|24151|4|60.28|4.22|64.50|90.28|50.85|26.52|22.28|11.48|59.29
37599|17233|12373|10689|189302|6765|44953|10689|189302|6765|44953|32|21|24151|5|10.25|0.72|10.97|20.97|39.79|4.51|3.79|1.95|41.23
37504|62670|5666|10689|189302|6765|44953|10689|189302|6765|44953|41|2|24151|4|349.16|24.44|373.60|51.75|268.58|153.63|129.05|66.48|317.46
38007|86317|3624|10689|189302|6765|44953|10689|189302|6765|44953|5|33|24151|27|2531.79|177.23|2709.02|45.57|1969.19|1113.99|935.75|482.05|2323.65
